specimen_collection_date,tests,pos,pct,neg,indeterminate,cumulative_tests,cumulative_positive_tests,cumulative_negative_tests,cumulative_indeterminate_tests,data_as_of,data_loaded_at
2023/09/21,1039,58,0.056,981,0,4986614,261321,4715369,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/22,635,47,0.074,588,0,4987249,261368,4715957,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/23,403,30,0.074,373,0,4987652,261398,4716330,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/24,362,31,0.086,331,0,4988014,261429,4716661,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/25,2018,47,0.023,1971,0,4990032,261476,4718632,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/26,1371,54,0.039,1317,0,4991403,261530,4719949,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/27,1079,49,0.045,1030,0,4992482,261579,4720979,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/28,913,48,0.053,865,0,4993395,261627,4721844,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/29,555,35,0.063,520,0,4993950,261662,4722364,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/09/30,379,26,0.069,353,0,4994329,261688,4722717,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/10/01,431,15,0.035,416,0,4994760,261703,4723133,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/10/02,1799,48,0.027,1751,0,4996559,261751,4724884,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/10/03,1444,34,0.024,1410,0,4998003,261785,4726294,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/10/04,937,34,0.036,903,0,4998940,261819,4727197,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
2023/10/05,808,38,0.047,770,0,4999748,261857,4727967,9924,10/10/2023 04:30:38 AM,10/10/2023 09:00:09 AM
