specimen_collection_date,tests,pos,pct,neg,indeterminate,cumulative_tests,cumulative_positive_tests,cumulative_negative_tests,cumulative_indeterminate_tests,data_as_of,data_loaded_at
2021/05/04,6076,40,0.007,6032,4,1907092,46028,1858331,2733,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/05,5841,27,0.005,5810,4,1912933,46055,1864141,2737,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/06,5457,30,0.005,5427,0,1918390,46085,1869568,2737,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/07,5413,29,0.005,5383,1,1923803,46114,1874951,2738,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/08,2257,21,0.009,2236,0,1926060,46135,1877187,2738,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/09,1601,24,0.015,1577,0,1927661,46159,1878764,2738,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/10,6516,16,0.002,6496,4,1934177,46175,1885260,2742,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/11,6079,33,0.005,6043,3,1940256,46208,1891303,2745,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/12,4538,28,0.006,4506,4,1944794,46236,1895809,2749,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/13,4750,29,0.006,4719,2,1949544,46265,1900528,2751,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/14,4188,22,0.005,4164,2,1953732,46287,1904692,2753,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/15,1749,9,0.005,1740,0,1955481,46296,1906432,2753,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/16,1718,12,0.007,1704,2,1957199,46308,1908136,2755,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/17,5383,22,0.004,5357,4,1962582,46330,1913493,2759,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/18,4687,24,0.005,4662,1,1967269,46354,1918155,2760,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/19,4784,29,0.006,4754,1,1972053,46383,1922909,2761,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/20,4414,30,0.007,4383,1,1976467,46413,1927292,2762,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/21,4209,21,0.005,4185,3,1980676,46434,1931477,2765,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/22,1783,12,0.007,1770,1,1982459,46446,1933247,2766,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/23,1493,12,0.008,1481,0,1983952,46458,1934728,2766,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/24,4856,20,0.004,4831,5,1988808,46478,1939559,2771,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/25,4916,25,0.005,4889,2,1993724,46503,1944448,2773,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/26,4284,24,0.006,4260,0,1998008,46527,1948708,2773,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/27,3846,16,0.004,3829,1,2001854,46543,1952537,2774,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/28,3812,15,0.004,3797,0,2005666,46558,1956334,2774,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/29,1723,9,0.005,1714,0,2007389,46567,1958048,2774,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/30,1468,15,0.010,1452,1,2008857,46582,1959500,2775,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/05/31,1979,14,0.007,1965,0,2010836,46596,1961465,2775,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/01,5111,32,0.006,5078,1,2015947,46628,1966543,2776,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/02,4766,24,0.005,4739,3,2020713,46652,1971282,2779,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/03,3854,26,0.007,3826,2,2024567,46678,1975108,2781,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/04,3456,18,0.005,3438,0,2028023,46696,1978546,2781,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/05,1719,11,0.006,1708,0,2029742,46707,1980254,2781,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/06,1574,11,0.007,1563,0,2031316,46718,1981817,2781,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/07,4075,19,0.005,4054,2,2035391,46737,1985871,2783,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/08,3899,18,0.005,3878,3,2039290,46755,1989749,2786,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/09,4051,17,0.004,4033,1,2043341,46772,1993782,2787,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/10,3380,20,0.006,3359,1,2046721,46792,1997141,2788,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/11,3342,14,0.004,3327,1,2050063,46806,2000468,2789,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/12,1830,11,0.006,1819,0,2051893,46817,2002287,2789,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/13,1558,7,0.004,1551,0,2053451,46824,2003838,2789,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/14,3825,19,0.005,3804,2,2057276,46843,2007642,2791,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/15,3567,14,0.004,3551,2,2060843,46857,2011193,2793,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/16,3470,17,0.005,3453,0,2064313,46874,2014646,2793,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/17,3184,21,0.007,3161,2,2067497,46895,2017807,2795,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/18,3007,13,0.004,2992,2,2070504,46908,2020799,2797,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/19,1583,7,0.004,1576,0,2072087,46915,2022375,2797,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/20,1199,9,0.008,1190,0,2073286,46924,2023565,2797,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/21,3683,26,0.007,3656,1,2076969,46950,2027221,2798,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/22,3146,19,0.006,3127,0,2080115,46969,2030348,2798,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/23,3333,24,0.007,3309,0,2083448,46993,2033657,2798,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/24,3057,25,0.008,3032,0,2086505,47018,2036689,2798,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/25,2681,14,0.005,2666,1,2089186,47032,2039355,2799,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/26,1656,19,0.011,1637,0,2090842,47051,2040992,2799,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/27,1329,10,0.008,1319,0,2092171,47061,2042311,2799,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/28,3681,40,0.011,3640,1,2095852,47101,2045951,2800,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/29,3691,50,0.014,3638,3,2099543,47151,2049589,2803,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/06/30,3685,48,0.013,3636,1,2103228,47199,2053225,2804,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/01,3548,50,0.014,3496,2,2106776,47249,2056721,2806,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/02,3097,45,0.015,3049,3,2109873,47294,2059770,2809,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/03,1859,46,0.025,1810,3,2111732,47340,2061580,2812,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/04,1010,18,0.018,991,1,2112742,47358,2062571,2813,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/05,1681,21,0.013,1658,2,2114423,47379,2064229,2815,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/06,3972,94,0.024,3873,5,2118395,47473,2068102,2820,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/07,3774,104,0.028,3668,2,2122169,47577,2071770,2822,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/08,3743,126,0.034,3616,1,2125912,47703,2075386,2823,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/09,3432,106,0.031,3321,5,2129344,47809,2078707,2828,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/10,1838,83,0.045,1753,2,2131182,47892,2080460,2830,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/11,1389,68,0.049,1320,1,2132571,47960,2081780,2831,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/12,3935,138,0.035,3795,2,2136506,48098,2085575,2833,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/13,4380,156,0.036,4219,5,2140886,48254,2089794,2838,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/14,4512,166,0.037,4343,3,2145398,48420,2094137,2841,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/15,4514,214,0.047,4295,5,2149912,48634,2098432,2846,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/16,4258,172,0.040,4083,3,2154170,48806,2102515,2849,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/17,2847,132,0.046,2712,3,2157017,48938,2105227,2852,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/18,1724,87,0.050,1636,1,2158741,49025,2106863,2853,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/19,5038,221,0.044,4814,3,2163779,49246,2111677,2856,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/20,5308,284,0.054,5011,13,2169087,49530,2116688,2869,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/21,5870,302,0.051,5563,5,2174957,49832,2122251,2874,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/22,6105,289,0.047,5808,8,2181062,50121,2128059,2882,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/23,5044,280,0.056,4761,3,2186106,50401,2132820,2885,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/24,2879,186,0.065,2688,5,2188985,50587,2135508,2890,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/25,2239,134,0.060,2104,1,2191224,50721,2137612,2891,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/26,6309,335,0.053,5965,9,2197533,51056,2143577,2900,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/27,7006,399,0.057,6599,8,2204539,51455,2150176,2908,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/28,6742,478,0.071,6254,10,2211281,51933,2156430,2918,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/29,7442,534,0.072,6896,12,2218723,52467,2163326,2930,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/30,6817,333,0.049,6468,16,2225540,52800,2169794,2946,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/07/31,3664,260,0.071,3400,4,2229204,53060,2173194,2950,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/01,2802,174,0.062,2625,3,2232006,53234,2175819,2953,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/02,7896,436,0.055,7445,15,2239902,53670,2183264,2968,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/03,8395,412,0.049,7974,9,2248297,54082,2191238,2977,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/04,8191,436,0.053,7745,10,2256488,54518,2198983,2987,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/05,8433,416,0.049,8001,16,2264921,54934,2206984,3003,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/06,7018,352,0.050,6651,15,2271939,55286,2213635,3018,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/07,3853,217,0.056,3631,5,2275792,55503,2217266,3023,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/08,2903,193,0.067,2702,8,2278695,55696,2219968,3031,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/09,8069,364,0.045,7700,5,2286764,56060,2227668,3036,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/10,8138,338,0.042,7790,10,2294902,56398,2235458,3046,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/11,8409,369,0.044,8027,13,2303311,56767,2243485,3059,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/12,8067,328,0.041,7720,19,2311378,57095,2251205,3078,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/13,6774,291,0.043,6469,14,2318152,57386,2257674,3092,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/14,3601,173,0.048,3420,8,2321753,57559,2261094,3100,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/15,2549,141,0.055,2400,8,2324302,57700,2263494,3108,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/16,7682,316,0.041,7354,12,2331984,58016,2270848,3120,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/17,7924,282,0.036,7632,10,2339908,58298,2278480,3130,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/18,8432,254,0.030,8168,10,2348340,58552,2286648,3140,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/19,8121,288,0.036,7820,13,2356461,58840,2294468,3153,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/20,7011,213,0.030,6784,14,2363472,59053,2301252,3167,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/21,3542,111,0.031,3426,5,2367014,59164,2304678,3172,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/22,2939,112,0.038,2827,0,2369953,59276,2307505,3172,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/23,8177,226,0.028,7942,9,2378130,59502,2315447,3181,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/24,8049,209,0.026,7820,20,2386179,59711,2323267,3201,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/25,9022,241,0.027,8771,10,2395201,59952,2332038,3211,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/26,8791,220,0.025,8555,16,2403992,60172,2340593,3227,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/27,6818,164,0.024,6613,41,2410810,60336,2347206,3268,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/28,3552,89,0.025,3461,2,2414362,60425,2350667,3270,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/29,2658,85,0.032,2569,4,2417020,60510,2353236,3274,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/30,9019,187,0.021,8821,11,2426039,60697,2362057,3285,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/08/31,8113,189,0.023,7917,7,2434152,60886,2369974,3292,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/01,8953,183,0.020,8762,8,2443105,61069,2378736,3300,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/02,8251,153,0.019,8084,14,2451356,61222,2386820,3314,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/03,6299,152,0.024,6136,11,2457655,61374,2392956,3325,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/04,3162,92,0.029,3064,6,2460817,61466,2396020,3331,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/05,2394,82,0.034,2312,0,2463211,61548,2398332,3331,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/06,3101,81,0.026,3019,1,2466312,61629,2401351,3332,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/07,9381,189,0.020,9186,6,2475693,61818,2410537,3338,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/08,9347,186,0.020,9154,7,2485040,62004,2419691,3345,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/09,8186,194,0.024,7982,10,2493226,62198,2427673,3355,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/10,6746,167,0.025,6574,5,2499972,62365,2434247,3360,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/11,3289,101,0.031,3184,4,2503261,62466,2437431,3364,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/12,2564,61,0.024,2498,5,2505825,62527,2439929,3369,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/13,7938,156,0.020,7777,5,2513763,62683,2447706,3374,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/14,8721,164,0.019,8551,6,2522484,62847,2456257,3380,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/15,8538,185,0.022,8347,6,2531022,63032,2464604,3386,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/16,8290,152,0.018,8126,12,2539312,63184,2472730,3398,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/17,7439,135,0.018,7300,4,2546751,63319,2480030,3402,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/18,3674,86,0.023,3586,2,2550425,63405,2483616,3404,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/19,2800,78,0.028,2721,1,2553225,63483,2486337,3405,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/20,9479,132,0.014,9341,6,2562704,63615,2495678,3411,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/21,9274,127,0.014,9139,8,2571978,63742,2504817,3419,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/22,9581,146,0.015,9432,3,2581559,63888,2514249,3422,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/23,8318,129,0.016,8182,7,2589877,64017,2522431,3429,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/24,6469,109,0.017,6351,9,2596346,64126,2528782,3438,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/25,3126,69,0.022,3055,2,2599472,64195,2531837,3440,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/26,2461,54,0.022,2407,0,2601933,64249,2534244,3440,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/27,7944,146,0.018,7789,9,2609877,64395,2542033,3449,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/28,7713,96,0.012,7612,5,2617590,64491,2549645,3454,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/29,8480,147,0.017,8328,5,2626070,64638,2557973,3459,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/09/30,7344,145,0.020,7193,6,2633414,64783,2565166,3465,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/01,5658,131,0.023,5520,7,2639072,64914,2570686,3472,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/02,2517,51,0.020,2465,1,2641589,64965,2573151,3473,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/03,2353,46,0.020,2303,4,2643942,65011,2575454,3477,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/04,7488,111,0.015,7369,8,2651430,65122,2582823,3485,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/05,7402,119,0.016,7280,3,2658832,65241,2590103,3488,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/06,7828,143,0.018,7680,5,2666660,65384,2597783,3493,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/07,6631,93,0.014,6534,4,2673291,65477,2604317,3497,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/08,5768,89,0.015,5676,3,2679059,65566,2609993,3500,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/09,2549,53,0.021,2496,0,2681608,65619,2612489,3500,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/10,2136,43,0.020,2093,0,2683744,65662,2614582,3500,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/11,5720,80,0.014,5630,10,2689464,65742,2620212,3510,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/12,7836,98,0.013,7733,5,2697300,65840,2627945,3515,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/13,8137,93,0.011,8039,5,2705437,65933,2635984,3520,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/14,6651,68,0.010,6576,7,2712088,66001,2642560,3527,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/15,5346,81,0.015,5261,4,2717434,66082,2647821,3531,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/16,2299,44,0.019,2252,3,2719733,66126,2650073,3534,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/17,1926,33,0.017,1891,2,2721659,66159,2651964,3536,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/18,7034,84,0.012,6945,5,2728693,66243,2658909,3541,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/19,6714,81,0.012,6627,6,2735407,66324,2665536,3547,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/20,7875,106,0.013,7767,2,2743282,66430,2673303,3549,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/21,6190,75,0.012,6111,4,2749472,66505,2679414,3553,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/22,5327,65,0.012,5261,1,2754799,66570,2684675,3554,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/23,2240,52,0.023,2187,1,2757039,66622,2686862,3555,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/24,1311,17,0.013,1294,0,2758350,66639,2688156,3555,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/25,6384,87,0.014,6292,5,2764734,66726,2694448,3560,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/26,6478,82,0.013,6393,3,2771212,66808,2700841,3563,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/27,7322,109,0.015,7209,4,2778534,66917,2708050,3567,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/28,5937,86,0.014,5848,3,2784471,67003,2713898,3570,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/29,5045,67,0.013,4975,3,2789516,67070,2718873,3573,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/30,2138,58,0.027,2078,2,2791654,67128,2720951,3575,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/10/31,1695,31,0.018,1663,1,2793349,67159,2722614,3576,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/01,6305,80,0.013,6225,0,2799654,67239,2728839,3576,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/02,6782,95,0.014,6682,5,2806436,67334,2735521,3581,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/03,7951,143,0.018,7806,2,2814387,67477,2743327,3583,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/04,6671,124,0.019,6545,2,2821058,67601,2749872,3585,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/05,5657,135,0.024,5517,5,2826715,67736,2755389,3590,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/06,2512,73,0.029,2438,1,2829227,67809,2757827,3591,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/07,2187,46,0.021,2138,3,2831414,67855,2759965,3594,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/08,6707,107,0.016,6598,2,2838121,67962,2766563,3596,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/09,6220,83,0.013,6134,3,2844341,68045,2772697,3599,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/10,7447,114,0.015,7327,6,2851788,68159,2780024,3605,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/11,4582,107,0.023,4475,0,2856370,68266,2784499,3605,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/12,4998,78,0.016,4916,4,2861368,68344,2789415,3609,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/13,2269,50,0.022,2219,0,2863637,68394,2791634,3609,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/14,1813,36,0.020,1773,4,2865450,68430,2793407,3613,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/15,6165,89,0.014,6075,1,2871615,68519,2799482,3614,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/16,6205,88,0.014,6110,7,2877820,68607,2805592,3621,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/17,7379,113,0.015,7260,6,2885199,68720,2812852,3627,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/18,5790,86,0.015,5699,5,2890989,68806,2818551,3632,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/19,5552,76,0.014,5473,3,2896541,68882,2824024,3635,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/20,2544,57,0.022,2486,1,2899085,68939,2826510,3636,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/21,2261,46,0.020,2214,1,2901346,68985,2828724,3637,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/22,6630,84,0.013,6544,2,2907976,69069,2835268,3639,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/23,5940,81,0.014,5855,4,2913916,69150,2841123,3643,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/24,4274,85,0.020,4187,2,2918190,69235,2845310,3645,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/25,781,16,0.020,765,0,2918971,69251,2846075,3645,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
2021/11/26,2570,58,0.023,2511,1,2921541,69309,2848586,3646,10/10/2023 04:30:38 AM,10/10/2023 09:00:08 AM
